Title ,Year ,Director ,Country ,ASL 
Anchors Aweigh ,1945,"Sidney, George ",USA ,13.1
"And Justice for All, ... ",1979,"Jewison, Norman ",USA ,8.17
And Now For Something Completely Different ,1971,"McNaughton, Ian ",BRI ,12.3
And Now the Screaming Starts! ,1973,"Baker, Roy Ward ",BRI ,6.7
And Soon the Darkness ,1970,"Fuest, Robert ",BRI ,8
And Then there Were None ,1945,"Clair, René ",USA ,8.7
And Then There Were None ,1974,"Collinson, Peter ",BRI ,15
And When Did You Last See Your Father? ,2007,"Tucker, Anand ",,7.61
Andaaz ,1949,"Khan, Mehboob ",IND ,10.93
Andaz Apna Apna ,1994,"Santoshi, Rajkumar ",IND ,6.8
"Anderson Tapes, The ",1971,"Lumet, Sidney ",USA ,6.83
Andre ,1994,"Miller, George ",USA ,4.5
Andreas Schluter ,1942,"Maisch, Herbert ",GER ,11.5
Androcles and the Lion ,1952,"Erskine, Chester ",USA ,5.5
"Andromeda Strain, The ",1970,"Wise, Robert ",USA ,5.79
Angel and the Badman ,1947,"Grant, James Edward ",USA ,10.4
"Angel externinador, el ",1962,"Bu?uel, Luis ",MEX ,18
Angel Eyes ,2001,"Mandoki, Luis ",USA ,4.6
Angel Face ,1952,"Preminger, Otto ",USA ,18
Angel Heart ,1987,"Parker, Alan ",USA ,4.46
Angel in the Family ,2004,"Brown, George Stanford ",,3.95
Angel on My Shoulder ,1946,"Mayo, Archie ",USA ,8.6
"Angel Wore Red, The ",1960,"Johnson, Nunnally ",USA ,10.6
Angela ,2002,"Torres, Roberta ",ITA ,9.3
Angela's Ashes ,1999,"Parker, Alan ",USA ,3.9
Ang?le ,1934,"Pagnol, Marcel ",FRA ,21
Angels & Demons ,2009,"Howard, Ron ",USA ,3.55
Angels and Insects ,1995,"Haas, Philip ",,11.1
Angel's Dance ,1999,"Colley, David L. ",USA ,5.04
Angels in the Attic ,1998,"Hendershot, Eric ",USA ,4.8
Angels in the Outfield ,1994,"Dear, William ",USA ,3.4
Angels One Five ,1952,"O'Ferrall, George Moore ",BRI ,7.91
Angels Over Broadway ,1940,"Hecht, B. & Garmes, L. ",USA ,20.1
"Angel's Share, The ",2012,"Loach, Ken ",,12.55
Anger Management ,2003,"Segal, Peter ",USA ,3.03
"Anges du péché, les ",1943,"Bresson, Robert ",FRA ,12.5
"Anglaise et le duc, l' ",2001,"Rohmer, Eric ",,14.6
"Angoissante Aventure, L' ",1920,"Protazanov, Yakov ",FRA ,8
Angry Red Planet ,1960,"Melchior, Ib ",USA ,6.6
"Angry Silence, The ",1960,"Green, Guy ",BRI ,6.27
Angst ,1928,"Steinhoff, Hans ",GER ,5.5
"Angst des Tormanns beim Elfmeter, Die ",1971,"Wenders, Wim ",GER ,11
Angst essen Seele auf ,1973,"Fassbinder, R.W. ",GER ,14.5
Angus ,1995,"Johnson, Patrick Read ",USA ,4.32
"Angus, Thongs, and Perfect Snogging ",2008,"Chadha, Gurinder ",,3.67
Animal Instincts 2 ,1994,"Hippolyte, Gregory ",USA ,6
Animal Kingdom ,2009,"Michod, David ",AUS ,6.61
"Animal, The ",2001,"Greenfield, Luke ",USA ,2.9
Anita & Me ,2002,"Hüseyin, Metin ",BRI ,2.93
Anjali ,1990,"Ratnam, Mani ",IND ,4.2
Ankur ,1974,"Benegal, Shyam ",IND ,9.1
Anma to Onna ,1938,"Shimizu, Hiroshi ",JAP ,18.5
Ann Carver's Profession ,1933,"Buzzell, Edward ",USA ,10.3
Ann Vickers ,1933,"Cromwell, John ",USA ,9.75
Anna ,1987,"Bogayevicz, Yurek ",USA ,13
Anna and the King ,1999,"Tennant, Andy ",USA ,4.8
Anna and the King of Siam ,1946,"Cromwell, John ",USA ,6.7
Anna Karenina ,1997,"Rose, Bernard ",USA ,6.7
Anna M. ,2007,"Spinosa, Michel ",FRA ,10.97
Anna und Elisabeth ,1933,"Wysbar, Frank ",GER ,10
Annapolis ,2005,"Lin, Justin ",USA ,3.58
Anne of Green Gables ,1934,"Nicholls, Jr., George ",USA ,7.9
Anne of the 1000 Days ,1969,"Jarrot, Charles ",BRI ,8.27
Anne of the Indies ,1951,"Tourneur, Jacques ",USA ,8.83
Anne of Windy Poplars ,1940,"Hively, Jack ",USA ,7.62
Annelie ,1941,"Baky, Josef von ",GER ,12
Annie ,1982,"Huston, John ",USA ,8.79
Annie Hall ,1977,"Allen, Woody ",USA ,14.56
Annie Oakley ,1935,"Stevens, George ",USA ,5.65
"Anniversary Party, The ",2001,"Cumming, A. & Leigh, J.J. ",USA ,6.39
"Anniversary, The ",1968,"Baker, Roy ",BRI ,6.5
Another 48 Hrs ,1990,"Hill, Walter ",USA ,5
Another Day ,2001,"Reiner, Jeffrey ",,8
"Another Man, Another Chance ",1977,"Lelouch, Claude ",,41.3
Another Stakeout ,1993,"Badham, John ",USA ,4.46
Another Thin Man ,1939,"Van Dyke, W.S. ",USA ,7.74
Another Woman ,1988,"Allen, Woody ",USA ,26.5
Another Year ,2010,"Leigh, Mike ",BRI ,7.51
Another You ,1991,"Phillips, Maurice ",USA ,4.4
Ansiktet ,1958,"Bergman, Ingmar ",SWE ,11.32
"Antena, la ",2007,"Urdapilleta, Alejandro ",ARG ,3.54
Anthony Adverse ,1936,"LeRoy, Mervyn ",USA ,7.6
Antichrist ,2009,"Von Trier, Lars ",,7.32
Antikörper ,2005,"Alvart, Christian ",GER ,4.34
Antitrust ,2001,"Howitt, Peter ",USA ,3.16
Antwone Fisher ,2002,"Washington, Denzel ",USA ,5.13
Antz ,1998,"Darnell, E. & Johnson, T. ",USA ,3.9
Any Given Sunday ,1999,"Stone, Oliver ",USA ,2.9
Any Which Way You Can ,1980,"Van Horn, Buddy ",USA ,4.72
Anybody's Woman ,1930,"Arzner, Dorothy ",USA ,18.4
Anything Else ,2003,"Allen, Woody ",USA ,26.4
Anywhere But Here ,1999,"Wang, Wayne ",USA ,7.4
Anzio ,1968,"Dmytryk, E. & Coletti, D. ",ITA ,6
Apache ,1954,"Aldrich, Robert ",USA ,6.24
Apache Drums ,1951,"Fregonese, Hugo ",USA ,8.6
Apache Territory ,1958,"Nazzaro, Ray ",USA ,8.42
Apache Woman ,1955,"Corman, Roger ",USA ,8.7
Aparajito ,1956,"Ray, Satyajit ",IND ,10.89
Aparelho voador a baixa altitude ,2002,"Nordlund, Solveig ",POR ,14.2
Apartment for Peggy ,1948,"Seaton, George ",USA ,13
"Apartment, The ",1960,"Wilder, Billy ",USA ,16.1
"Ape, The ",1940,"Nigh, William ",USA ,11.9
APEX ,1994,"Roth, Phillip J. ",USA ,4
Apflickorna ,2011,"Aschan, Lisa ",SWE ,7.78
Apocalypse Now ,1979,"Coppola, Francis Ford ",USA ,7.33
Apocalypto ,2006,"Gibson, Mel ",USA ,2.74
Apollo 13 ,1995,"Howard, Ron ",USA ,4.9
"Apostle, The ",1997,"Duvall, Robert ",USA ,8.4
Appaloosa ,2008,"Harris, Ed ",USA ,5.57
"Appaloosa, The ",1966,"Furie, Sidney J. ",USA ,5.3
"Appartement, l ",1996,"Mimouni, Gilles ",,6.3
"Appel du Sang, L' ",1919,"Mercanton, Louis ",FRA ,7.6
"Apple Dumpling Gang, The ",1974,"Tokar, Norman ",USA ,4.1
"Apple Tree Girl, The ",1917,"Crosland, Alan ",USA ,4
"Apple, The ",1998,"Makhmalbaf, Samira ",IRA ,12.8
Appointment in London ,1952,"Leacock, Phillip ",BRI ,6.54
Appointment with Death ,1988,"Winner, Michael ",,4.16
Appointment with Venus ,1951,"Thomas, Ralph ",BRI ,9.8
"Apprentis, les ",1995,"Salvadori, Pierre ",FRA ,10.9
Aprés vous ,2003,"Salvadori, Pierre ",FRA ,4.04
April in Paris ,1952,"Butler, David ",USA ,12.5
April Love ,1957,"Levin, Henry ",USA ,7.8
Aprile ,1998,"Moretti, Nanni ",ITA ,17.3
Apt Pupil ,1997,"Singer, Bryan ",,4
Apu Sansar ,1959,"Ray, Satyajit ",IND ,13.14
Arabesque ,1966,"Donen, Stanley ",USA ,4.62
Arabian Adventure ,1979,"Connor, Kevin ",BRI ,3.26
Arachnophobia ,1990,"Marshall, Frank ",USA ,6.8
Aranyer din ratri ,1969,"Ray, Satyajit ",IND ,7.37
Arch of Triumph ,1948,"Milestone, Lewis ",USA ,9.7
Archipelago ,2010,"Hogg, Joanna ",BRI ,37.96
"Arciere di fuoco, l' ",1971,"Ferroni, Giorgio ",,8.19
"Ardilla roja, la ",1993,"Medem, Julio ",SPA ,5
Are We Done Yet? ,2007,"Carr, Steve ",USA ,2.88
Are We There Yet? ,2005,"Levant, Brian ",USA ,2.58
Are You Being Served? ,1977,"Kellett, Bob ",BRI ,6.92
"Argonauts of Cailfornia, The ",1916,"Kabierske, Henry ",USA ,6.9
Arizona Dream ,1991,"Kusturica, Emir ",FRA ,8.1
Arizona Raiders ,1965,"Witney, William ",USA ,6.6
"Arlésienne, l' ",1922,"Antoine, André ",FRA ,6.2
Arlington Road ,1998,"Pellington, Mark ",USA ,5.4
Armageddon ,1998,"Bay, Michael ",USA ,2.2
Arme Riddere ,2011,"Martens, Magnus ",NOR ,3.02
Armed and Dangerous ,1986,"Lester, Mark L. ",USA ,3.3
"Armee des ombres, le ",1969,"Melville, Jean-Pierre ",FRA ,9.56
Armored Car Robbery ,1950,"Fleischer, Richard ",USA ,9.59
Armored Command ,1961,"Haskin, Byron ",USA ,7.75
Army of Darkness ,1993,"Raimi, Sam ",USA ,3.8
Around the Bend ,2004,"Roberts, Jordan ",USA ,5.11
Around the World in 80 Days ,2004,"Coraci, Frank ",,2.96
Around the World in Eighty Days ,1956,"Anderson, Michael ",USA ,15
"Arrival, The ",1996,"Twohy, David ",USA ,3.9
"Arrivo di Wang, l' ",2011,"Manetti, Antonio & Marco ",ITA ,4.53
Arrowsmith ,1931,"Ford, John ",USA ,12.5
"Arsenal Stadium Mystery, The ",1939,"Dickinson, Thorold ",BRI ,6.4
Arsenic and Old Lace ,1941,"Capra, Frank ",USA ,7.5
"Art of Murder, The ",1999,"Preuss, Ruben ",USA ,6.3
"Art of War II: Betrayal, The ",2008,"Rusnak, Josef ",CAN ,3
"Art of War, The ",2000,"Duguay, Christian ",,3
Artemisia ,1997,"Merlet, Agn?s ",,9.9
Arthur ,1981,"Gordon, Steve ",USA ,8.51
Arthur 2: On the Rocks ,1988,"Yorkin, Bud ",USA ,8.97
Arthur's Dyke ,2001,"Poulson, Gerry ",BRI ,7.1
Arven ,2003,"Fly, Per ",,4.68
As Good As Dead ,1995,"Cohen, Larry ",USA ,5.79
As Good as it Gets ,1997,"Brooks, James L. ",USA ,4.6
As tres Marias ,2002,"Abranches, Aluizo ",,15.6
As You Like It ,1992,"Edzard, Christine ",BRI ,9.6
As You Like It ,2006,"Branagh, Kenneth ",USA ,5.87
As Young As You Feel ,1951,"Jones, Harmon ",USA ,13.5
Ascenseur pour l'echafaud ,1957,"Malle, Louis ",FRA ,15.6
"Ascent, The ",1994,"Shebib, Donald ",USA ,6.8
Ash Wednesday ,2002,"Burns, Edward ",USA ,8.58
Ashanti ,1979,"Fleischer, Richard ",,5.5
Ashes of Time Redux ,2008,Wong Kar-Wai ,CHI ,7.22
Ask the Dust ,2006,"Towne, Robert ",USA ,5.6
Asphalt ,1929,"May, Joe ",GER ,7
"Asphalt Jungle, The ",1950,"Huston, John ",USA ,11.5
Assassin for Hire ,1951,"McCarthy, Michael ",BRI ,41.1
Assassin of the Tsar ,1991,"Shakhnazarov, Karen ",,18
"Assassination Bureau, The ",1969,"Dearden, Basil ",BRI ,4.38
"Assassination of Richard Nixon, The ",2005,"Mueller, Nils ",USA ,6.06
Assassins ,1995,"Donner, Richard ",USA ,3.9
Assault on Precinct 13 ,1976,"Carpenter, John ",USA ,4.8
Assault on Precinct 13 ,2005,"Richet, Jean-Francois ",,3.03
"Assedio di Siracusa, l' (Archimede) ",1959,"Francisci, Pietro ",ITA ,10
"Assignment, The ",1997,"Duguay, Christian ",,4.1
"Associate, The ",1996,"Petrie, Donald ",USA ,4.4
Asterix and Obelix: Mission Cleopatra ,2001,"Chabat, Alain ",,3.1
"Asthenic Syndrome, The ",1989,"Muratova, Kira ",RUS ,14.1
"Astonished Heart, The ",14,"Fisher, T. & Darnborough, ",BRI ,14.1
"Astronaut's Wife, The ",1999,"Ravich, Rand ",USA ,3.5
Asylum ,2004,"Mackenzie, David ",BRI ,7.33
At Close Range ,1985,"Foley, James ",USA ,6.96
At First Sight ,1998,"Winkler, Irwin ",USA ,5.4
At Five in the Afternoon ,2003,"Makhmalbaf, Samira ",,13.1
At Gunpoint ,1955,"Werker, Alfred ",USA ,11.48
At the Circus ,1940,"Buzzell, E. ",USA ,8.5
At the Earth's Core ,1976,"Connor, Kevin ",BRI ,3.51
At the Height of Summer ,2000,"Hung, Tran Anh ",,20.2
At the Villa Rose ,1920,"Elvey, Maurice ",BRI ,9
At Utsolo Kezirat ,1986,"Makk, Karoly ",HUN ,9
Atanarjuat - The Fast Runner ,2000,"Kunuk, Zacharias ",CAN ,11.1
Atash ,2004,"Wael, Tawik Abu ",ISR ,10.82
"A-Team, The ",2010,"Carnahan, Joe ",USA ,2.26
ATF ,1999,"Parisot, Dean ",USA ,4
Atlantic Adventure ,1935,"Rogell, Albert ",USA ,8.6
Atlantic City U.S.A. ,1980,"Malle, Louis ",USA ,14
"Atlantide, L' ",1921,"Feyder, Jacques ",FRA ,8
Atonement ,2007,"Wright, Joe ",USA ,6.14
Atragon ,1963,"Honda, Inoshiro ",JAP ,5.4
"Atre, l' ",1923,"Boudrioz, Robert ",FRA ,4.8
Attack on the Iron Coast ,1968,"Wendkos, Paul ",USA ,7.55
Attack the Block ,2010,"Cornish, Joe ",,2.69
Attack! ,1956,"Aldrich, Robert ",USA ,7.53
"Au hasard, Balthazar ",1966,"Bresson, Robert ",FRA ,8.07
"Auberge Rouge, L' ",1923,"Epstein, Jean ",FRA ,5.6
Audition ,1999,Takashi Miike ,JAP ,9.8
August Rush ,2007,"Sheridan, Kirsten ",USA ,2.98
Auntie Mame ,1958,"Da Costa, Morton ",USA ,10.74
"Aura, El ",2005,"Bielinsky, Fabian ",ARG ,5.5
Aus dem Leben der Marionetter ,1980,"Bergman, Ingmar ",GER ,19.42
Austin Powers in Goldmember ,2002,"Roach, Jay ",USA ,2.64
Austin Powers: International Man of Myster ,1997,"Roach, Jay ",USA ,3.7
Austin Powers: The Spy Who Shagged Me ,1999,"Roach, Jay ",USA ,3
Australia ,2008,"Luhrmann, Baz ",,2.89
Author! Author! ,1982,"Hiller, Arthur ",USA ,7
Auto Focus ,2002,"Schrader, Paul ",USA ,6.14
Autumn in New York ,2000,"Chen, Joan ",USA ,5.6
Autumn Leaves ,1956,"Aldrich, Robert ",USA ,11.5
Aux yeux du monde ,1991,"Rochant, eric ",FRA ,8.7
Avalanche ,1969,"Danischewsky, John ",,5
Avalanche Express ,1979,"Robson, Mark ",IRE ,4.8
Avanti! ,1972,"Wilder, Billy ",USA ,18.8
Avatar ,2009,"Cameron, James ",,3.85
"Avengers, The ",1998,"Chechik, Jeremiah ",USA ,4.1
"Avenging Conscience, The ",1914,"Griffith, D.W. ",USA ,7.5
Aventure Malgache ,1944,"Hitchcock, Alfred ",BRI ,22
"Aventures de Robert Macaire, Les ",1925,"Epstein, Jean ",FRA ,6.7
"Aventures du Roi Pausole, les ",1933,"Granowsky, Alexis ",FRA ,4.7
"Aventures Extraordinaires de Ad?le Balnc-Sec, les ",2010,"Besson, Luc ",FRA ,3.17
"Aveu, L' ",1970,Costa-Gavras ,FRA ,6.4
"Aviator, The ",2004,"Scorsese, Martin ",,4.27
AVP: Alien vs Predator ,2004,"Anderson, Paul W.S. ",,2.35
AVPR: Aliens vs. Predator Requiem ,2007,"Strause, The Brothers ",USA ,2.86
"avventura, l' ",1959,"Antonioni, Michelangelo ",ITA ,17.7
Awake ,2007,"Harold, Joby ",USA ,4.34
Awakening of the Beast ,1969,"Marins, José Mojica ",BRA ,4.3
"Awakening, The ",2011,"Murphy, Nick ",BRI ,4.32
Awakenings ,1990,"Marshall, Penny ",USA ,5.32
Away All Boats ,1956,"Peveney, Joseph ",USA ,7.95
Away From Her ,2006,"Polley, Sarah ",,7.91
Away We Go ,2009,"Mendes, Sam ",,9.3
Awaydays ,2009,"Holden, Pat ",BRI ,4.86
"Awful Truth, The ",1937,"McCarey, Leo ",USA ,7.55
"Awfully Big Adventure, An ",1994,"Newell, Mike ",BRI ,7.7
Ayirathloruvan ,1965,"Panthulu, Ramakrishnala ",IND ,6.5
Azumi ,2003,"Kitamura, Ryuhei ",JAP ,4.14
B.A. Pass ,2012,"Bahl, Ajay ",IND ,5.51
B.F.'s Daughter ,1948,"Leonard, Robert Z. ",USA ,17
B.Monkey ,1998,"Radford, Michael ",BRI ,5.1
"Baader Meinhof Complex, The ",2008,"Edel, Uli ",,3.38
Baaria ,2009,"Tornatore, Giuseppe ",,3.01
Baarsat ,1949,"Kapoor, Raj ",IND ,9
Baarsat ki raat ,1960,"Santoshi, P.L. ",IND ,10.43
Baazigar ,1993,Abbas-Mustan ,IND ,4.5
Babe ,1995,"Noonan, Chris ",AUS ,3.9
"Babe Ruth Story, The ",1948,"Del Ruth, Roy ",USA ,7.8
Babe: Pig in the City ,1998,"Miller, George ",,4.5
Babel ,2006,"Inarittu, Alexander Gonzales ",,3.32
Babes in Arms ,1939,"Berkeley, Busby ",USA ,15.4
Babes in Toyland ,1934,Meins & Rogers ,USA ,6.5
Babes on Broadway ,1941,"Berkeley, Busby ",USA ,15.8
Babul ,1950,"Sunny, S.U. ",IND ,11.4
"Baby and the Battleship, The ",1956,"Lewis, Jay ",BRI ,7.67
Baby Bedlam ,2000,"Hendershot, Eric ",USA ,4
Baby Boom ,1987,"Shyer, Charles ",USA ,7.22
Baby Boy ,2001,"Singleton, John ",USA ,6.14
Baby Doll ,1956,"Kazan, Elia ",USA ,8.9
Baby Geniuses ,1999,"Clark, Bob ",USA ,3.9
Baby It's You ,1983,"Sayles, John ",USA ,11.59
Baby Mama ,2008,"McCullers, Michael ",USA ,3.66
"Baby of M?con, The ",1993,"Greenaway, Peter ",,14.3
"Baby, It's You ",1983,"Sayles, John ",USA ,11.8
"Baby, The ",1973,"Post, Ted ",USA ,5.9
"Baby, the Rain Must Fall ",1965,"Mulligan, Robert ",USA ,8.9
Baby: Secret of the Lost Legend ,1985,"Norton, B.W.L. ",USA ,4.1
Babylon ,1980,"Rosso, Franco ",BRI ,9.74
Babylon A.D. ,2008,"Kassowitz, Matthieu ",,3.11
Babymother ,1998,"Henriques, Julian ",BRI ,6.5
Baby's Day Out ,1994,"Johnson, Patrick Read ",USA ,2.95
"Babysitter, The ",1995,"Ferland, Guy ",USA ,6
"Baby-Sitter's Club, The ",1995,"Mayron, Melanie ",USA ,6.43
Bachelor Knight ,1947,"Reis, Irving ",USA ,9.1
Bachelor Mother ,1939,"Kanin, Garson ",USA ,6.8
Bachelor Party ,1957,"Mann, Delbert ",USA ,19
"Bachelor, The ",1999,"Sinyor, Gary ",USA ,4.6
Back in Action ,1993,"DiMarco, Steve ",,3.2
Back in the USSR ,1992,"Sarafian, Deran ",,6.1
Back of Beyond ,1995,"Robertson, Michael ",AUS ,5.2
Back Road Justice ,2000,"Weston, Eric ",CAN ,3.4
Back Street ,1932,"Stahl, John ",USA ,23
Back Street ,1941,"Stevenson, Robert ",USA ,8
Back to Bataan ,1945,"Dmytryk, Edward ",USA ,7.4
Back to the Future ,1985,"Zemeckis, Robert ",USA ,5
Back to the Future II ,1989,"Zemeckis, Robert ",USA ,4.23
Back to the Future: Part III ,1989,"Zemeckis, Robert ",USA ,4.8
Back to the Secret Garden ,2000,"Tuchner, Michael ",,5.7
Backbeat ,1993,"Softley, Iain ",BRI ,4.62
Backdraft ,1991,"Howard, Ron ",USA ,4.94
Background ,1953,"Birt, Daniel ",BRI ,12.8
Backlash ,1956,"Sturges, John ",USA ,6.8
Backsliding ,1992,"Target, Simon ",AUS ,10.6
Backtrack! ,1969,"Bellamy, Earl ",USA ,5
"Back-Up Plan, The ",2010,"Poul, Alan ",USA ,4.09
"Bad and the Beautiful, The ",1952,"Minnelli, Vincente ",USA ,20.33
Bad Boys ,1995,"Bay, Michael ",USA ,2.8
Bad Boys II ,2003,"Bay, Michael ",USA ,2.23
Bad Company ,1931,"Garnett, Tay ",USA ,12
Bad Company ,2002,"Schumacher, Joel ",USA ,2.3
Bad Day at Black Rock ,1955,"Sturges, John ",USA ,9.82
Bad Girls ,1994,"Kaplan, Jonathan ",USA ,4.16
Bad Influence ,1990,"Hanson, Curtis ",USA ,5.8
Bad Lieutenant ,1992,"Ferrara, Abel ",USA ,17.44
"Bad Lord Byron, The ",1948,"MacDonald, David ",BRI ,13.9
Bad Man's River ,1972,"Martin, Eugenio ",,3.5
Bad News Bears ,2005,"Linklater, Richard ",USA ,4.39
"Bad News Bears Go to Japan, The ",1978,"Berry, John ",USA ,4.3
"Bad News Bears in Breaking Training, The ",1977,"Pressman, Michael ",USA ,4.9
"Bad News Bears, The ",1976,"Ritchie, Michael ",USA ,4.79
Bad Santa ,2003,"Zwigoff, Terry ",,3.5
Bad Sister ,1931,"Henley, Hobart ",USA ,14
Bad Teacher ,2011,"Kasdan, Jake ",USA ,2.9
Bad Timing ,1980,"Roeg, Nicolas ",,5.12
"Badlanders, The ",1958,"Daves, Delmer ",USA ,6.2
Badlands ,1973,"Malick, Terrence ",USA ,6.94
Bagh Badhur ,1989,"Dasgupta, Bhuddadev ",IND ,13.7
"Bagno Turco, Il ",1996,"Ozpetek, Ferzan ",,9.2
Baisers volées ,1968,"Truffaut, Francois ",FRA ,9.6
Baker's Hawk ,1975,"Dayton, Lyman D. ",USA ,5.9
Bal ,2010,"Kaplanoglu, Simeh ",,26.41
"Balcony, The ",1964,"Strick, Joseph ",USA ,8
"Balia, la ",1999,"Bellochio, Marco ",ITA ,10.8
Ball of Fire ,1941,"Hawks, Howard ",USA ,9.8
Ballad in Blue ,1966,"Henreid, Paul ",BRI ,6.6
"Ballad of a Gunfighter, The ",1964,"Ward, Bill ",USA ,8.81
"Ballad of Cable Hogue, The ",1970,"Peckinpah, Sam ",USA ,3.9
"Ballad of Jack and Rose, The ",2008,"Miller, Rebecca ",USA ,3.29
"Ballad of Josie, The ",1968,"McLagen, Andrew V. ",USA ,7.4
"Ballistic: Ecks vs, Sever ",2002,Kaos ,USA ,3.11
Balls of Fury ,2007,"Garant, Robert Ben ",USA ,3.21
Balzac and the Little Chinese Seamstress ,2002,Sijie Dai ,,7.4
Bamako ,2004,"Sissako, Abderarahme ",,8.09
"Bamba, la ",1987,"Valdez, Luis ",USA ,5.53
Bamboozled ,2000,"Lee, Spike ",USA ,3.96
Band of Angels ,1957,"Walsh, Raoul ",USA ,9.9
"Band Wagon, The ",1953,"Minnelli, Vincente ",USA ,21
"Bande a Bouboule, La ",1932,"Mathot, Leon ",FRA ,8.2
Bandini ,1963,"Roy, Bimal ",IND ,12.7
"Bandit of Sherwood Forest, The ",1946,"Sherman, G. & Levin, H. ",USA ,5.2
Bandits ,2001,"Levinson, Barry ",USA ,3.8
Bandolero! ,1968,"McLagen, Andrew V. ",USA ,5.65
Bandslam ,2009,"Graff, Todd ",USA ,3.41
"Bang Bang Club, The ",2010,"Silver, Steven ",,3.29
"Banger Sisters, The ",2002,"Dolman, Bob ",USA ,4.61
Bangkok Dangerous ,2007,"Pang, Danny & Oxide ",USA ,2.56
"Banishment, The ",2007,"Zvyagintsev, Andrey ",RUS ,19.66
Banjo on My Knee ,1936,"Cromwell, John ",USA ,9.4
"Bank Job, The ",2008,"Donaldson, Roger ",,3.32
Bank Robber ,1993,"Mead, Nick ",USA ,7.9
Banlieue 13 ,2004,"Morel, Pierre ",FRA ,1.67
Banlieue 13 - Ultimatum ,2009,"Alessandrin, Patrick ",FRA ,2.27
"Ba?o del Papo, el ",2007,"Charlone, C. & Fernandez, E. ",URU ,4.23
BAPS ,1997,"Townsend, Robert ",USA ,6.6
Barabbas ,1961,"Fleischer, Richard ",ITA ,7.6
Barb Wire ,1996,"Hogan, David ",USA ,2.8
Barbara ,2012,"Petzold, Christian ",GER ,7.31
Barbarella ,1967,"Vadim, Roger ",,5.89
"Barbarian and the Geisha, The ",1958,"Huston, John ",USA ,10.22
Barbary Coast ,1935,"Hawks, Howard ",USA ,7.5
Barbe-bleu ,1972,"Dmytryk, Edward ",,7.2
Barber Shop 2: Back in Business ,2004,"Sullivan, Kevin Rodney ",USA ,3.21
Barberousse ,1916,"Gance, Abel ",FRA ,13.5
Barbershop ,2002,"Story, Tim ",USA ,3.63
Barcelona ,1994,"Stillman, Whit ",USA ,9.1
"Barefoot Contessa, The ",1954,"Mankiewicz, Joseph ",,10.34
"Barefoot Executive, The ",1971,"Butler, Robert ",USA ,5.91
Barefoot in the Park ,1967,"Saks, Gene ",USA ,9.61
Barely Legal ,2003,"Evans, David M. ",USA ,3.46
"Bargee, The ",1964,"Wood, Duncan ",BRI ,6.5
"Barkleys of Broadway, The ",1949,"Walters, Charles ",USA ,23.7
Barney's Great Adventure ,1998,"Gomer, Steve ",USA ,4.4
Barney's Version ,2010,"Lewis, Richard J. ",,6.55
Barquero ,1970,"Douglas, Gordon ",USA ,7
"Barretts of Wimpole Street, The ",1934,"Franklin, Sidney ",USA ,11.7
Barry Lyndon ,1975,"Kubrick, Stanley ",BRI ,13.74
Barton Fink ,1991,"Coen, Joel ",,6.68
BASEketball ,1998,"Zucker, David ",USA ,3.1
"Bas-fonds, les ",1936,"Renoir, Jean ",FRA ,22.4
Basic ,2003,"McTiernan, John ",,4.26
Basic Instinct ,1992,"Verhoeven, Paul ",USA ,5.77
Basic Instinct 2: Risk Addiction ,2006,"Caton-Jones, Michael ",,5.06
"Basketball Diaries, The ",1995,"Kalvert, Scott ",USA ,6.7
Basquiat ,1996,"Schnabel, Julian ",USA ,5.8
"Bat Whispers, The ",1930,"West, Roland ",USA ,11
"Bat, The ",1926,"West, Roland ",USA ,5.5
BAT-21 ,1988,"Markle, Peter ",USA ,6.14
Bataan ,1943,"Garnett, Tay ",USA ,12.6
Batman ,1966,"Martinson, Leslie H. ",USA ,5.88
Batman ,1989,"Burton, Tim ",USA ,4.09
Batman and Robin ,1997,"Schumacher, Joel ",USA ,3.3
Batman Begins ,2005,"Nolan, Christopher ",USA ,2.37
Batman Forever ,1995,"Schumacher, Joel ",USA ,3.5
Batman Returns ,1992,"Burton, Tim ",USA ,3.88
Bats ,1999,"Morneau, Louis ",USA ,2.6
"Batteries Not Included, * ",1989,"Robbins, Matthew ",USA ,6.81
"Battle at Apache Pass, The ",1952,"Sherman, George ",USA ,7.2
Battle at Bloody Beach ,1961,"Coleman, Herbert ",USA ,7.6
Battle Beyond the Stars ,1980,"Murakami, Jimmy T. ",USA ,4.27
Battle Cry ,1955,"Walsh, Raoul ",USA ,9.35
Battle for Haditha ,2007,"Broomfield, Nick ",BRI ,10.5
Battle for the Planet of the Apes ,1973,"Lee-Thompson, J. ",USA ,4.47
Battle Hymn ,1956,"Sirk, Douglas ",USA ,7.9
Battle in Seattle ,2007,"Townsend, Stuart ",,3.34
Battle Los Angeles ,2011,"Liebesman, Jonathan ",USA ,2.64
"Battle of Algiers, The ",1965,"Pontecorvo, Gillo ",,7.83
"Battle Of Britain, The ",1969,"Hamilton, Guy ",BRI ,5.8
Battle of Midway ,1976,"Smight, Jack ",USA ,5.7
Battle of Midway ,1976,"Smight, Jack ",USA ,5.65
"Battle of San Pietro, The ",1945,"Huston, John ",USA ,4.5
Battle of the Bulge ,1965,"Annakin, Ken ",,7.41
Battle of the Coral Sea ,1959,"Wendkos, Paul ",USA ,7
"Battle of the River Plate, The ",1956,Powell & Pressburger ,BRI ,9.5
